"Run Number","Policy Number","Policy Reference","Client Number","Benefit Code","Benefit Description","Benefit Status Code","Benefit Status Description","Benefit Basis Code","Benefit Basis Description","Benefit Currency","Benefit Amount"
453739,8380266,"","1000905741","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8380284,"","1000905740","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8380292,"","1000905736","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8380914,"","1000497277","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8381001,"","1000905994","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8381001,"","1000905995","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8383602,"","1000742902","042","Free Accidental Death","E","Expired","I","Inclusive","GBP",0.00
453739,8383602,"","1000742905","042","Free Accidental Death","E","Expired","I","Inclusive","GBP",0.00
453739,8383949,"","1000830088","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8384349,"PIC-ZL530","1000743204","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8385380,"PIC-ZL388","1000743357","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8387197,"","1000907924","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8387197,"","1000908049","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8390034,"N253158","1000908804","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8390725,"","1000909268","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8390854,"PIC1306714","1000809050","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8391186,"","1000909505","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8394690,"PIC13063/1","1000809331","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8395707,"PIC-ZL397","1000746340","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8396166,"","1000889235","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8397322,"","1000910472","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8399335,"","1000972953","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8412394,"","1001070983","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8412394,"","1001070984","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8413461,"","1000974101","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8415463,"","1000993354","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8415510,"","1000992563","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8428412,"","1001074413","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8429251,"","1000994852","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8435785,"","1000978641","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8472701,"","1001014566","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8477496,"","1001084615","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8477496,"","1001084616","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8478124,"","1001071701","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8478124,"","1001071703","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8478150,"","1001084983","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8478158,"","1001085001","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8478158,"","1001085002","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8478354,"","1001118183","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8478354,"","1001118184","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8479382,"","1001016585","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8480135,"","1001049751","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8480365,"","1001085605","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8480661,"","1001084827","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8486827,"","1001086668","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8487574,"","1001119580","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8487574,"","1001119581","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8491693,"","1000945976","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8496532,"","1001054655","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8503561,"","1001054655","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8508742,"","1001091189","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8525074,"","1001058097","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8541419,"","1001027375","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8556860,"","1001100246","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8557024,"","1001100271","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8566677,"","1001102935","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8568548,"","1001103202","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8581071,"","1001030599","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,8587373,"","1000681793","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,8594548,"","1000922776","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,9829219,"PIC752/09","1000556969","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,9837707,"","1000568188","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,9887432,"","1000572913","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,9911209,"PIC798/09","1000561802","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,9911209,"PIC798/09","1000561804","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,9915513,"A054V8856","1000473168","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,9921499,"A061V8897","1000474870","010","Life Cover","E","Expired","I","Inclusive","USD",0.00
453739,9921499,"A061V8897","1000474870","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,9924366,"A075V8927","1000475693","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,9927578,"A054V8920","1000473168","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,9946854,"BL017/0104","1000577297","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,9949354,"D220V11175","1000523408","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
453739,9974854,"A014V9432","1000488666","042","Free Accidental Death","A","In-Force","I","Inclusive","USD",50000.00
453739,9983235,"CIB357/08","1000553163","042","Free Accidental Death","E","Expired","I","Inclusive","USD",0.00
