"Run Number","Policy Number","Policy Reference","Amount Paid","Date Paid","Premium Currency","Premium Type"
453739,8121524,"",2000.00,"202304","GBP","Regular"
453739,8121524,"",2000.00,"202305","GBP","Regular"
453739,8121524,"",2000.00,"202306","GBP","Regular"
453739,8121524,"",2000.00,"202307","GBP","Regular"
453739,8121524,"",2000.00,"202308","GBP","Regular"
453739,8121524,"",2000.00,"202309","GBP","Regular"
453739,8121524,"",2000.00,"202310","GBP","Regular"
453739,8127039,"",300.00,"202210","USD","Regular"
453739,8127039,"",300.00,"202211","USD","Regular"
453739,8127039,"",300.00,"202212","USD","Regular"
453739,8127039,"",300.00,"202301","USD","Regular"
453739,8127039,"",300.00,"202302","USD","Regular"
453739,8127039,"",300.00,"202303","USD","Regular"
453739,8127039,"",300.00,"202304","USD","Regular"
453739,8127039,"",300.00,"202305","USD","Regular"
453739,8127039,"",300.00,"202306","USD","Regular"
453739,8127039,"",300.00,"202307","USD","Regular"
453739,8127039,"",300.00,"202308","USD","Regular"
453739,8127039,"",300.00,"202309","USD","Regular"
453739,8127987,"",300.00,"202210","USD","Regular"
453739,8127987,"",300.00,"202211","USD","Regular"
453739,8127987,"",300.00,"202212","USD","Regular"
453739,8127987,"",300.00,"202301","USD","Regular"
453739,8127987,"",300.00,"202302","USD","Regular"
453739,8127987,"",300.00,"202303","USD","Regular"
453739,8129723,"PIC-ZL-617",1250.00,"202210","USD","Regular"
453739,8129723,"PIC-ZL-617",1250.00,"202211","USD","Regular"
453739,8129723,"PIC-ZL-617",1250.00,"202212","USD","Regular"
453739,8129723,"PIC-ZL-617",1250.00,"202301","USD","Regular"
453739,8129723,"PIC-ZL-617",1250.00,"202302","USD","Regular"
453739,8129723,"PIC-ZL-617",1250.00,"202303","USD","Regular"
453739,8129723,"PIC-ZL-617",1250.00,"202304","USD","Regular"
453739,8129723,"PIC-ZL-617",1250.00,"202305","USD","Regular"
453739,8129723,"PIC-ZL-617",1250.00,"202306","USD","Regular"
453739,8129723,"PIC-ZL-617",1250.00,"202307","USD","Regular"
453739,8129723,"PIC-ZL-617",1250.00,"202308","USD","Regular"
453739,8129723,"PIC-ZL-617",1250.00,"202309","USD","Regular"
453739,8131121,"",751.00,"202210","EUR","Regular"
453739,8131121,"",750.00,"202211","EUR","Regular"
453739,8131121,"",750.00,"202212","EUR","Regular"
453739,8131121,"",286.26,"202301","EUR","Regular"
453739,8131121,"",300.00,"202301","EUR","Regular"
453739,8131121,"",-286.26,"202301","EUR","Regular"
453739,8131121,"",-300.00,"202301","EUR","Regular"
453739,8131121,"",300.00,"202301","EUR","Regular"
453739,8131121,"",13.71,"202302","EUR","Regular"
453739,8131121,"",286.26,"202302","EUR","Regular"
453739,8131121,"",300.00,"202303","EUR","Regular"
453739,8131121,"",300.00,"202304","EUR","Regular"
453739,8131121,"",300.00,"202305","EUR","Regular"
453739,8131121,"",300.00,"202306","EUR","Regular"
453739,8131121,"",300.00,"202307","EUR","Regular"
453739,8131121,"",300.00,"202308","EUR","Regular"
453739,8131121,"",300.00,"202309","EUR","Regular"
453739,8131121,"",285.40,"202310","EUR","Regular"
453739,8131121,"",14.60,"202310","EUR","Regular"
453739,8142366,"",3000.00,"202210","AED","Regular"
453739,8142366,"",3000.00,"202211","AED","Regular"
453739,8142366,"",3000.00,"202212","AED","Regular"
453739,8142366,"",3000.00,"202301","AED","Regular"
453739,8142366,"",3000.00,"202302","AED","Regular"
453739,8142366,"",3000.00,"202303","AED","Regular"
453739,8142366,"",3000.00,"202304","AED","Regular"
453739,8142366,"",3000.00,"202305","AED","Regular"
453739,8142366,"",3000.00,"202306","AED","Regular"
453739,8142366,"",3000.00,"202307","AED","Regular"
453739,8142366,"",3000.00,"202308","AED","Regular"
453739,8142366,"",3000.00,"202309","AED","Regular"
453739,8142366,"",3000.00,"202310","AED","Regular"
453739,8151136,"",1630.00,"202210","USD","Regular"
453739,8151136,"",1630.00,"202211","USD","Regular"
453739,8151136,"",1630.00,"202212","USD","Regular"
453739,8151136,"",1630.00,"202301","USD","Regular"
453739,8151136,"",1630.00,"202302","USD","Regular"
453739,8151136,"",1630.00,"202303","USD","Regular"
453739,8151136,"",1630.00,"202304","USD","Regular"
453739,8151136,"",1630.00,"202305","USD","Regular"
453739,8151136,"",1630.00,"202306","USD","Regular"
453739,8151136,"",1630.00,"202307","USD","Regular"
453739,8151136,"",1630.00,"202308","USD","Regular"
453739,8151965,"",1250.00,"202210","GBP","Regular"
453739,8151965,"",1250.00,"202211","GBP","Regular"
453739,8151965,"",1250.00,"202212","GBP","Regular"
453739,8151965,"",1250.00,"202301","GBP","Regular"
453739,8151965,"",1250.00,"202302","GBP","Regular"
453739,8151965,"",1250.00,"202303","GBP","Regular"
453739,8151965,"",1250.00,"202304","GBP","Regular"
453739,8151965,"",1250.00,"202305","GBP","Regular"
453739,8151965,"",1250.00,"202306","GBP","Regular"
453739,8151965,"",1250.00,"202307","GBP","Regular"
453739,8151965,"",1250.00,"202308","GBP","Regular"
453739,8151965,"",1250.00,"202309","GBP","Regular"
453739,8151965,"",1250.00,"202310","GBP","Regular"
453739,8152228,"PIC-ZL-477",11000.00,"202210","AED","Regular"
453739,8152228,"PIC-ZL-477",11000.00,"202211","AED","Regular"
453739,8152228,"PIC-ZL-477",11000.00,"202212","AED","Regular"
453739,8152228,"PIC-ZL-477",11000.00,"202301","AED","Regular"
453739,8152228,"PIC-ZL-477",11000.00,"202302","AED","Regular"
453739,8152228,"PIC-ZL-477",11000.00,"202303","AED","Regular"
453739,8152228,"PIC-ZL-477",11000.00,"202304","AED","Regular"
453739,8152228,"PIC-ZL-477",11000.00,"202305","AED","Regular"
453739,8152228,"PIC-ZL-477",11000.00,"202306","AED","Regular"
453739,8152228,"PIC-ZL-477",11000.00,"202307","AED","Regular"
453739,8152228,"PIC-ZL-477",11000.00,"202308","AED","Regular"
453739,8152228,"PIC-ZL-477",11000.00,"202309","AED","Regular"
453739,8152228,"PIC-ZL-477",11000.00,"202310","AED","Regular"
453739,8157338,"",2000.00,"202210","USD","Regular"
453739,8157338,"",2000.00,"202211","USD","Regular"
453739,8157338,"",2000.00,"202212","USD","Regular"
453739,8157338,"",2000.00,"202301","USD","Regular"
453739,8157338,"",2000.00,"202302","USD","Regular"
453739,8157338,"",2000.00,"202303","USD","Regular"
453739,8157338,"",2000.00,"202304","USD","Regular"
453739,8157338,"",2000.00,"202305","USD","Regular"
453739,8157338,"",2000.00,"202306","USD","Regular"
453739,8157338,"",2000.00,"202307","USD","Regular"
453739,8157338,"",2000.00,"202308","USD","Regular"
453739,8157338,"",2000.00,"202309","USD","Regular"
453739,8160517,"",1000.00,"202308","USD","Regular"
453739,8160517,"",1000.00,"202309","USD","Regular"
453739,8160517,"",1000.00,"202310","USD","Regular"
453739,8160905,"",1850.00,"202210","USD","Regular"
453739,8160905,"",1850.00,"202211","USD","Regular"
453739,8160905,"",1850.00,"202212","USD","Regular"
453739,8160905,"",1850.00,"202301","USD","Regular"
453739,8160905,"",1850.00,"202302","USD","Regular"
453739,8160905,"",1850.00,"202303","USD","Regular"
453739,8160905,"",1850.00,"202304","USD","Regular"
453739,8160905,"",1850.00,"202305","USD","Regular"
453739,8160905,"",1850.00,"202306","USD","Regular"
453739,8160905,"",1850.00,"202307","USD","Regular"
453739,8160905,"",1850.00,"202308","USD","Regular"
453739,8160905,"",1850.00,"202309","USD","Regular"
453739,8162617,"",1041.71,"202210","AED","Regular"
453739,8162617,"",815.77,"202210","USD","Regular"
453739,8162617,"",1958.29,"202211","AED","Regular"
453739,8162617,"",1033.78,"202211","AED","Regular"
453739,8162617,"",-1958.29,"202211","AED","Regular"
453739,8162617,"",-1033.78,"202211","AED","Regular"
453739,8162617,"",1958.29,"202211","AED","Regular"
453739,8162617,"",1033.78,"202211","AED","Regular"
453739,8162617,"",1966.22,"202212","AED","Regular"
453739,8162617,"",1020.78,"202212","AED","Regular"
453739,8162617,"",3000.00,"202301","AED","Regular"
453739,8162617,"",3000.00,"202302","AED","Regular"
453739,8162617,"",3000.00,"202303","AED","Regular"
453739,8162617,"",3000.00,"202304","AED","Regular"
453739,8162617,"",3000.00,"202305","AED","Regular"
453739,8162617,"",3000.00,"202306","AED","Regular"
453739,8162617,"",3000.00,"202307","AED","Regular"
453739,8162617,"",3000.00,"202308","AED","Regular"
453739,8162733,"",815.00,"202210","USD","Regular"
453739,8162733,"",1630.00,"202211","USD","Regular"
453739,8162733,"",815.00,"202301","USD","Regular"
453739,8162733,"",815.00,"202302","USD","Regular"
453739,8162733,"",815.00,"202303","USD","Regular"
453739,8162733,"",815.00,"202304","USD","Regular"
453739,8162733,"",815.00,"202305","USD","Regular"
453739,8162733,"",815.00,"202306","USD","Regular"
453739,8162733,"",815.00,"202307","USD","Regular"
453739,8162733,"",815.00,"202308","USD","Regular"
453739,8162733,"",815.00,"202309","USD","Regular"
453739,8162733,"",815.00,"202310","USD","Regular"
453739,8163761,"PIC-ZL-658",2000.00,"202210","USD","Regular"
453739,8163761,"PIC-ZL-658",2000.00,"202211","USD","Regular"
453739,8163761,"PIC-ZL-658",2000.00,"202212","USD","Regular"
453739,8163761,"PIC-ZL-658",2000.00,"202301","USD","Regular"
453739,8163761,"PIC-ZL-658",2000.00,"202302","USD","Regular"
453739,8163761,"PIC-ZL-658",2000.00,"202303","USD","Regular"
453739,8163761,"PIC-ZL-658",2000.00,"202304","USD","Regular"
453739,8163761,"PIC-ZL-658",2000.00,"202305","USD","Regular"
453739,8163761,"PIC-ZL-658",2000.00,"202306","USD","Regular"
453739,8163761,"PIC-ZL-658",2000.00,"202307","USD","Regular"
453739,8163761,"PIC-ZL-658",2000.00,"202308","USD","Regular"
453739,8163761,"PIC-ZL-658",2000.00,"202309","USD","Regular"
453739,8163761,"PIC-ZL-658",2000.00,"202310","USD","Regular"
453739,8173122,"",9200.00,"202212","AED","Regular"
453739,8173122,"",9200.00,"202303","AED","Regular"
453739,8173122,"",9200.00,"202306","AED","Regular"
453739,8174965,"",11110.00,"202210","AED","Regular"
453739,8174965,"",11100.00,"202211","AED","Regular"
453739,8174965,"",11100.00,"202212","AED","Regular"
453739,8174965,"",11100.00,"202301","AED","Regular"
453739,8174965,"",11100.00,"202302","AED","Regular"
453739,8174965,"",11100.00,"202303","AED","Regular"
453739,8174965,"",11100.00,"202304","AED","Regular"
453739,8174965,"",11120.00,"202305","AED","Regular"
453739,8174965,"",11100.00,"202306","AED","Regular"
453739,8174965,"",11100.00,"202307","AED","Regular"
453739,8174965,"",11100.00,"202308","AED","Regular"
453739,8174965,"",11100.00,"202309","AED","Regular"
453739,8174965,"",11100.00,"202310","AED","Regular"
453739,8192128,"",1422.00,"202210","USD","Regular"
453739,8192128,"",1422.00,"202211","USD","Regular"
453739,8192128,"",1422.00,"202212","USD","Regular"
453739,8192128,"",1422.00,"202301","USD","Regular"
453739,8192128,"",1422.00,"202302","USD","Regular"
453739,8192128,"",1422.00,"202303","USD","Regular"
453739,8192128,"",1422.00,"202304","USD","Regular"
453739,8192128,"",1422.00,"202305","USD","Regular"
453739,8192128,"",1422.00,"202306","USD","Regular"
453739,8192128,"",1422.00,"202307","USD","Regular"
453739,8192128,"",1422.00,"202308","USD","Regular"
453739,8192128,"",1422.00,"202309","USD","Regular"
453739,8192128,"",1422.00,"202310","USD","Regular"
453739,8194669,"",500.00,"202210","USD","Regular"
453739,8194669,"",500.00,"202211","USD","Regular"
453739,8194669,"",500.00,"202212","USD","Regular"
453739,8194669,"",500.00,"202301","USD","Regular"
453739,8194669,"",500.00,"202302","USD","Regular"
453739,8194669,"",500.00,"202303","USD","Regular"
453739,8194669,"",500.00,"202304","USD","Regular"
453739,8194669,"",500.00,"202305","USD","Regular"
453739,8194669,"",500.00,"202306","USD","Regular"
453739,8194669,"",500.00,"202307","USD","Regular"
453739,8194669,"",500.00,"202308","USD","Regular"
453739,8194669,"",500.00,"202309","USD","Regular"
453739,8194669,"",500.00,"202310","USD","Regular"
453739,8197322,"PIC13100/1",815.00,"202210","USD","Regular"
453739,8197322,"PIC13100/1",815.00,"202211","USD","Regular"
453739,8197322,"PIC13100/1",815.00,"202212","USD","Regular"
453739,8197322,"PIC13100/1",815.00,"202301","USD","Regular"
453739,8197322,"PIC13100/1",815.00,"202302","USD","Regular"
453739,8197322,"PIC13100/1",815.00,"202303","USD","Regular"
453739,8197322,"PIC13100/1",815.00,"202304","USD","Regular"
453739,8197322,"PIC13100/1",815.00,"202305","USD","Regular"
453739,8197322,"PIC13100/1",815.00,"202306","USD","Regular"
453739,8197322,"PIC13100/1",815.00,"202307","USD","Regular"
453739,8197322,"PIC13100/1",815.00,"202308","USD","Regular"
453739,8197322,"PIC13100/1",815.00,"202309","USD","Regular"
453739,8197322,"PIC13100/1",815.00,"202310","USD","Regular"
453739,8209848,"PIC1248/11",1508.00,"202210","USD","Regular"
453739,8209848,"PIC1248/11",1508.00,"202211","USD","Regular"
453739,8209848,"PIC1248/11",1508.00,"202212","USD","Regular"
453739,8209848,"PIC1248/11",1508.00,"202301","USD","Regular"
453739,8209848,"PIC1248/11",1508.00,"202302","USD","Regular"
453739,8209848,"PIC1248/11",1508.00,"202303","USD","Regular"
453739,8209848,"PIC1248/11",1508.00,"202304","USD","Regular"
453739,8209848,"PIC1248/11",1508.00,"202305","USD","Regular"
453739,8209848,"PIC1248/11",1508.00,"202306","USD","Regular"
453739,8209848,"PIC1248/11",1508.00,"202307","USD","Regular"
453739,8209848,"PIC1248/11",1508.00,"202308","USD","Regular"
453739,8209848,"PIC1248/11",1508.00,"202309","USD","Regular"
453739,8209848,"PIC1248/11",1508.00,"202310","USD","Regular"
453739,8216756,"",320.00,"202210","USD","Regular"
453739,8216756,"",320.00,"202211","USD","Regular"
453739,8216756,"",320.00,"202212","USD","Regular"
453739,8216756,"",320.00,"202301","USD","Regular"
453739,8216756,"",320.00,"202302","USD","Regular"
453739,8216756,"",320.00,"202303","USD","Regular"
453739,8216756,"",320.00,"202304","USD","Regular"
453739,8216756,"",320.00,"202305","USD","Regular"
453739,8216756,"",320.00,"202306","USD","Regular"
453739,8216756,"",320.00,"202307","USD","Regular"
453739,8216756,"",320.00,"202308","USD","Regular"
453739,8216756,"",320.00,"202309","USD","Regular"
453739,8216756,"",320.00,"202310","USD","Regular"
453739,8217699,"PIC-ZL-786",2005.00,"202210","AED","Regular"
453739,8217699,"PIC-ZL-786",2005.00,"202211","AED","Regular"
453739,8217699,"PIC-ZL-786",2005.00,"202212","AED","Regular"
453739,8217699,"PIC-ZL-786",2005.00,"202301","AED","Regular"
453739,8217699,"PIC-ZL-786",2005.00,"202302","AED","Regular"
453739,8217699,"PIC-ZL-786",2005.00,"202303","AED","Regular"
453739,8217699,"PIC-ZL-786",2005.00,"202304","AED","Regular"
453739,8217699,"PIC-ZL-786",2005.00,"202305","AED","Regular"
453739,8217699,"PIC-ZL-786",2005.00,"202306","AED","Regular"
453739,8217699,"PIC-ZL-786",2005.00,"202307","AED","Regular"
453739,8217699,"PIC-ZL-786",2005.00,"202308","AED","Regular"
453739,8217699,"PIC-ZL-786",2005.00,"202309","AED","Regular"
453739,8217699,"PIC-ZL-786",2005.00,"202310","AED","Regular"
453739,8228146,"PIC13352",5600.00,"202210","USD","Regular"
453739,8228146,"PIC13352",-5600.00,"202210","USD","Regular"
453739,8228146,"PIC13352",5600.00,"202210","USD","Regular"
453739,8228146,"PIC13352",-5600.00,"202210","USD","Regular"
453739,8228146,"PIC13352",5600.00,"202210","USD","Regular"
453739,8228146,"PIC13352",2427.92,"202210","USD","Regular"
453739,8228146,"PIC13352",-5600.00,"202210","USD","Regular"
453739,8228146,"PIC13352",-2427.92,"202210","USD","Regular"
453739,8228146,"PIC13352",5600.00,"202210","USD","Regular"
453739,8228146,"PIC13352",2427.92,"202210","USD","Regular"
453739,8228146,"PIC13352",-5600.00,"202210","USD","Regular"
453739,8228146,"PIC13352",-2427.92,"202210","USD","Regular"
453739,8228146,"PIC13352",5600.00,"202210","USD","Regular"
453739,8228146,"PIC13352",2427.92,"202210","USD","Regular"
453739,8228146,"PIC13352",4000.00,"202212","USD","Regular"
453739,8228146,"PIC13352",4000.00,"202301","USD","Regular"
453739,8228146,"PIC13352",4000.00,"202302","USD","Regular"
453739,8228146,"PIC13352",4000.00,"202303","USD","Regular"
453739,8228146,"PIC13352",4000.00,"202304","USD","Regular"
453739,8228146,"PIC13352",4000.00,"202305","USD","Regular"
453739,8228146,"PIC13352",4000.00,"202306","USD","Regular"
453739,8228146,"PIC13352",4000.00,"202307","USD","Regular"
453739,8228146,"PIC13352",4000.00,"202308","USD","Regular"
453739,8228146,"PIC13352",4000.00,"202309","USD","Regular"
453739,8228146,"PIC13352",4000.00,"202310","USD","Regular"
453739,8230898,"PIC128115",300.00,"202210","USD","Regular"
453739,8230898,"PIC128115",300.00,"202211","USD","Regular"
453739,8230898,"PIC128115",300.00,"202212","USD","Regular"
453739,8230898,"PIC128115",300.00,"202301","USD","Regular"
453739,8230898,"PIC128115",300.00,"202302","USD","Regular"
453739,8230898,"PIC128115",300.00,"202303","USD","Regular"
453739,8230898,"PIC128115",300.00,"202304","USD","Regular"
453739,8230898,"PIC128115",300.00,"202305","USD","Regular"
453739,8230898,"PIC128115",300.00,"202306","USD","Regular"
453739,8230898,"PIC128115",300.00,"202307","USD","Regular"
453739,8230898,"PIC128115",300.00,"202308","USD","Regular"
453739,8230898,"PIC128115",300.00,"202309","USD","Regular"
453739,8230898,"PIC128115",300.00,"202310","USD","Regular"
453739,8231748,"",300.00,"202307","EUR","Regular"
453739,8231748,"",300.00,"202308","EUR","Regular"
453739,8246089,"",2225.00,"202210","USD","Regular"
453739,8246089,"",2225.00,"202211","USD","Regular"
453739,8246089,"",2225.00,"202212","USD","Regular"
453739,8246089,"",2225.00,"202301","USD","Regular"
453739,8246089,"",2225.00,"202302","USD","Regular"
453739,8246089,"",2225.00,"202303","USD","Regular"
453739,8246089,"",2225.00,"202304","USD","Regular"
453739,8246089,"",2225.00,"202305","USD","Regular"
453739,8246089,"",2225.00,"202306","USD","Regular"
453739,8246089,"",2225.00,"202307","USD","Regular"
453739,8246089,"",2225.00,"202308","USD","Regular"
453739,8246089,"",2225.00,"202309","USD","Regular"
453739,8246089,"",2225.00,"202310","USD","Regular"
453739,8260234,"PIC ZL 944",291.00,"202303","USD","Regular"
453739,8263082,"",2000.00,"202210","USD","Regular"
453739,8263082,"",2000.00,"202211","USD","Regular"
453739,8263082,"",2000.00,"202212","USD","Regular"
453739,8263082,"",2000.00,"202301","USD","Regular"
453739,8263082,"",2000.00,"202302","USD","Regular"
453739,8263082,"",2000.00,"202303","USD","Regular"
453739,8263082,"",2000.00,"202304","USD","Regular"
453739,8263082,"",2000.00,"202305","USD","Regular"
453739,8263082,"",2000.00,"202306","USD","Regular"
453739,8263082,"",2000.00,"202307","USD","Regular"
453739,8263082,"",2000.00,"202308","USD","Regular"
453739,8269587,"",1000.00,"202210","USD","Regular"
453739,8269587,"",1000.00,"202211","USD","Regular"
453739,8269587,"",975.00,"202212","USD","Regular"
453739,8269587,"",2000.00,"202301","USD","Regular"
453739,8269587,"",1000.00,"202303","USD","Regular"
453739,8269587,"",2000.00,"202304","USD","Regular"
453739,8269587,"",1500.00,"202306","USD","Regular"
453739,8269587,"",1500.00,"202307","USD","Regular"
453739,8269587,"",1500.00,"202308","USD","Regular"
453739,8269587,"",1500.00,"202309","USD","Regular"
453739,8269587,"",1465.00,"202310","USD","Regular"
453739,8269587,"",35.00,"202310","USD","Regular"
453739,8273300,"",1110.00,"202210","AED","Regular"
453739,8273300,"",1110.00,"202211","AED","Regular"
453739,8273300,"",1110.00,"202212","AED","Regular"
453739,8273300,"",1110.00,"202301","AED","Regular"
453739,8273300,"",1110.00,"202302","AED","Regular"
453739,8273300,"",1110.00,"202303","AED","Regular"
453739,8273300,"",300.00,"202304","USD","Regular"
453739,8273300,"",1110.00,"202305","AED","Regular"
453739,8273300,"",1110.00,"202306","AED","Regular"
453739,8273300,"",1110.00,"202307","AED","Regular"
453739,8273300,"",300.00,"202308","USD","Regular"
453739,8273300,"",300.00,"202309","USD","Regular"
453739,8273300,"",300.00,"202310","USD","Regular"
453739,8275299,"PIC-ZL182",7360.00,"202210","AED","Regular"
453739,8275299,"PIC-ZL182",7360.00,"202211","AED","Regular"
453739,8275299,"PIC-ZL182",7360.00,"202212","AED","Regular"
453739,8275299,"PIC-ZL182",7360.00,"202301","AED","Regular"
453739,8275299,"PIC-ZL182",7360.00,"202302","AED","Regular"
453739,8275299,"PIC-ZL182",7360.00,"202303","AED","Regular"
453739,8275299,"PIC-ZL182",7360.00,"202304","AED","Regular"
453739,8275299,"PIC-ZL182",7360.00,"202305","AED","Regular"
453739,8275299,"PIC-ZL182",7360.00,"202306","AED","Regular"
453739,8275299,"PIC-ZL182",7360.00,"202307","AED","Regular"
453739,8275299,"PIC-ZL182",7360.00,"202308","AED","Regular"
453739,8275299,"PIC-ZL182",7360.00,"202309","AED","Regular"
453739,8275299,"PIC-ZL182",7360.00,"202310","AED","Regular"
453739,8277235,"",300.00,"202210","USD","Regular"
453739,8277235,"",300.00,"202211","USD","Regular"
453739,8277235,"",300.00,"202212","USD","Regular"
453739,8277235,"",300.00,"202301","USD","Regular"
453739,8277235,"",300.00,"202302","USD","Regular"
453739,8277235,"",300.00,"202303","USD","Regular"
453739,8277235,"",300.00,"202304","USD","Regular"
453739,8277235,"",300.00,"202305","USD","Regular"
453739,8277235,"",300.00,"202306","USD","Regular"
453739,8277235,"",300.00,"202307","USD","Regular"
453739,8277235,"",300.00,"202308","USD","Regular"
453739,8277235,"",300.00,"202309","USD","Regular"
453739,8277235,"",300.00,"202310","USD","Regular"
453739,8281163,"",1000.00,"202210","USD","Regular"
453739,8281163,"",1000.00,"202211","USD","Regular"
453739,8281163,"",1000.00,"202212","USD","Regular"
453739,8281163,"",1000.00,"202301","USD","Regular"
453739,8281163,"",1000.00,"202302","USD","Regular"
453739,8281163,"",1000.00,"202303","USD","Regular"
453739,8281163,"",1000.00,"202304","USD","Regular"
453739,8281163,"",1000.00,"202305","USD","Regular"
453739,8281163,"",1000.00,"202306","USD","Regular"
453739,8281163,"",1000.00,"202307","USD","Regular"
453739,8281163,"",1000.00,"202308","USD","Regular"
453739,8281163,"",1000.00,"202309","USD","Regular"
453739,8281163,"",1000.00,"202310","USD","Regular"
453739,8288957,"",3680.00,"202210","AED","Regular"
453739,8288957,"",3680.00,"202211","AED","Regular"
453739,8288957,"",3680.00,"202212","AED","Regular"
453739,8288957,"",3680.00,"202301","AED","Regular"
453739,8288957,"",3680.00,"202302","AED","Regular"
453739,8288957,"",3680.00,"202303","AED","Regular"
453739,8288957,"",3680.00,"202304","AED","Regular"
453739,8288957,"",3680.00,"202305","AED","Regular"
453739,8288957,"",3680.00,"202306","AED","Regular"
453739,8288957,"",3680.00,"202307","AED","Regular"
453739,8288957,"",3680.00,"202308","AED","Regular"
453739,8288957,"",3680.00,"202309","AED","Regular"
453739,8299087,"",300.00,"202210","USD","Regular"
453739,8299087,"",300.00,"202211","USD","Regular"
453739,8299087,"",300.00,"202212","USD","Regular"
453739,8299087,"",300.00,"202301","USD","Regular"
453739,8299087,"",300.00,"202302","USD","Regular"
453739,8299087,"",300.00,"202303","USD","Regular"
453739,8299087,"",300.00,"202304","USD","Regular"
453739,8299087,"",300.00,"202305","USD","Regular"
453739,8299087,"",300.00,"202306","USD","Regular"
453739,8299087,"",300.00,"202307","USD","Regular"
453739,8299087,"",300.00,"202308","USD","Regular"
453739,8299087,"",300.00,"202309","USD","Regular"
453739,8299087,"",300.00,"202310","USD","Regular"
453739,8307301,"PIC1281771",6580.00,"202210","AED","Regular"
453739,8307301,"PIC1281771",6580.00,"202211","AED","Regular"
453739,8307301,"PIC1281771",6580.00,"202212","AED","Regular"
453739,8307301,"PIC1281771",6580.00,"202301","AED","Regular"
453739,8307301,"PIC1281771",6580.00,"202302","AED","Regular"
453739,8307301,"PIC1281771",6580.00,"202303","AED","Regular"
453739,8307301,"PIC1281771",6580.00,"202304","AED","Regular"
453739,8307301,"PIC1281771",6580.00,"202305","AED","Regular"
453739,8307301,"PIC1281771",6580.00,"202306","AED","Regular"
453739,8307301,"PIC1281771",6580.00,"202307","AED","Regular"
453739,8307301,"PIC1281771",6580.00,"202308","AED","Regular"
453739,8307301,"PIC1281771",6580.00,"202309","AED","Regular"
453739,8307301,"PIC1281771",6580.00,"202310","AED","Regular"
453739,8311517,"",1250.00,"202212","USD","Regular"
453739,8311517,"",1250.00,"202301","USD","Regular"
453739,8311517,"",1250.00,"202302","USD","Regular"
453739,8311517,"",1250.00,"202303","USD","Regular"
453739,8311517,"",1250.00,"202304","USD","Regular"
453739,8311517,"",1250.00,"202305","USD","Regular"
453739,8311517,"",1250.00,"202306","USD","Regular"
453739,8311517,"",1250.00,"202307","USD","Regular"
453739,8311517,"",1250.00,"202308","USD","Regular"
453739,8311517,"",1250.00,"202309","USD","Regular"
453739,8311517,"",1250.00,"202310","USD","Regular"
453739,8312085,"",5000.00,"202210","USD","Regular"
453739,8312085,"",5000.00,"202211","USD","Regular"
453739,8312085,"",5000.00,"202212","USD","Regular"
453739,8312085,"",5000.00,"202301","USD","Regular"
453739,8312085,"",5000.00,"202302","USD","Regular"
453739,8312085,"",5000.00,"202303","USD","Regular"
453739,8312085,"",5000.00,"202304","USD","Regular"
453739,8312085,"",5000.00,"202305","USD","Regular"
453739,8312085,"",5000.00,"202306","USD","Regular"
453739,8312085,"",5000.00,"202307","USD","Regular"
453739,8312085,"",5000.00,"202308","USD","Regular"
453739,8312085,"",5000.00,"202309","USD","Regular"
453739,8322419,"",2000.00,"202210","USD","Regular"
453739,8322419,"",2000.00,"202211","USD","Regular"
453739,8322419,"",2000.00,"202212","USD","Regular"
453739,8322419,"",2000.00,"202301","USD","Regular"
453739,8322419,"",2000.00,"202302","USD","Regular"
453739,8322419,"",2000.00,"202303","USD","Regular"
453739,8322419,"",2000.00,"202304","USD","Regular"
453739,8322419,"",2000.00,"202305","USD","Regular"
453739,8322419,"",2000.00,"202306","USD","Regular"
453739,8322419,"",2000.00,"202307","USD","Regular"
453739,8322419,"",2000.00,"202308","USD","Regular"
453739,8322419,"",2000.00,"202309","USD","Regular"
453739,8326629,"",2500.00,"202210","EUR","Regular"
453739,8326629,"",2500.00,"202211","EUR","Regular"
453739,8326629,"",2500.00,"202212","EUR","Regular"
453739,8326629,"",2500.00,"202301","EUR","Regular"
453739,8326629,"",2500.00,"202302","EUR","Regular"
453739,8326629,"",2500.00,"202303","EUR","Regular"
453739,8326629,"",2500.00,"202304","EUR","Regular"
453739,8326629,"",2500.00,"202305","EUR","Regular"
453739,8326629,"",2500.00,"202306","EUR","Regular"
453739,8326629,"",2500.00,"202307","EUR","Regular"
453739,8326629,"",2500.00,"202308","EUR","Regular"
453739,8326629,"",2500.00,"202309","EUR","Regular"
453739,8326629,"",2500.00,"202310","EUR","Regular"
453739,8335485,"",1360.00,"202210","USD","Regular"
453739,8335485,"",1360.00,"202211","USD","Regular"
453739,8335485,"",1360.00,"202212","USD","Regular"
453739,8335485,"",1360.00,"202301","USD","Regular"
453739,8335485,"",1360.00,"202302","USD","Regular"
453739,8335485,"",1360.00,"202303","USD","Regular"
453739,8335485,"",1360.00,"202304","USD","Regular"
453739,8335485,"",1360.00,"202305","USD","Regular"
453739,8335485,"",1360.00,"202306","USD","Regular"
453739,8335485,"",1360.00,"202307","USD","Regular"
453739,8335485,"",1360.00,"202308","USD","Regular"
453739,8335485,"",1360.00,"202309","USD","Regular"
453739,8335485,"",1360.00,"202310","USD","Regular"
453739,8336242,"",300.00,"202305","USD","Regular"
453739,8336242,"",300.00,"202306","USD","Regular"
