ExtractTime,DatabaseDate,PlanID,PlanNumber,PolicyNumber,RiderNumber,SumAssured,CoverageType,BenefitStatus,PremiumStatus,BenefitRiskCessationDate,BenefitPremiumCessationDate
01/11/2023 14:29:30,01/11/2023 06:39:13,943556,PN100029045,100029046,0,100000,,In Force,Premium Paying,15/04/2042,15/04/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943556,PN100029045,100029046,1,100000,,In Force,Premium Paying,15/04/2042,15/04/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943556,PN100029045,100029047,0,100000,,In Force,Premium Paying,15/04/2042,15/04/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943557,PN100029051,100029052,0,100000,,Lapsed,Lapsed,16/03/2034,16/03/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943557,PN100029051,100029052,1,100000,,Lapsed,Lapsed,16/03/2034,16/03/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943558,PN100029173,100029174,0,200000,,In Force,Premium Paying,25/05/2034,25/05/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943558,PN100029173,100029174,1,200000,,In Force,Premium Paying,25/05/2034,25/05/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943559,PN100029198,100029199,0,313690,,In Force,Premium Paying,12/04/2038,12/04/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943559,PN100029198,100029200,0,143208,,In Force,Premium Paying,12/04/2038,12/04/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943559,PN100029198,100029200,1,143208,,In Force,Premium Paying,12/04/2038,12/04/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943560,PN100029233,100029234,0,250000,,In Force,Premium Paying,25/05/2048,25/05/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943560,PN100029233,100029234,1,250000,,In Force,Premium Paying,25/05/2048,25/05/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943561,PN100029278,100029279,0,500000,,In Force,Premium Paying,14/04/2059,14/04/2059
01/11/2023 14:29:30,01/11/2023 06:39:13,943561,PN100029278,100029280,0,500000,,In Force,Premium Paying,14/04/2059,14/04/2059
01/11/2023 14:29:30,01/11/2023 06:39:13,943561,PN100029278,100029280,1,500000,,In Force,Premium Paying,14/04/2059,14/04/2059
01/11/2023 14:29:30,01/11/2023 06:39:13,943562,PN100029282,100029284,0,370000,,In Force,Premium Paying,29/04/2048,29/04/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943562,PN100029282,100029285,0,268075,,In Force,Premium Paying,29/04/2038,29/04/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943563,PN100029286,100029287,0,150000,,In Force,Premium Paying,01/08/2035,01/08/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943564,PN100029294,100029295,0,100000,,In Force,Premium Paying,11/04/2042,11/04/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943564,PN100029294,100029295,1,100000,,In Force,Premium Paying,11/04/2042,11/04/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943564,PN100029294,100029296,0,100000,,In Force,Premium Paying,11/04/2042,11/04/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943565,PN100029347,100029348,0,100000,,In Force,Premium Paying,13/05/2049,13/05/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943565,PN100029347,100029349,0,100000,,In Force,Premium Paying,13/05/2049,13/05/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943565,PN100029347,100029349,1,100000,,In Force,Premium Paying,11/07/2048,11/07/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943566,PN100029577,100029578,0,60000,,In Force,Premium Paying,01/08/2061,01/08/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943566,PN100029577,100029578,1,60000,,In Force,Premium Paying,05/04/2061,05/04/2061
01/11/2023 14:29:30,01/11/2023 06:39:13,943567,PN100029728,100029729,0,1000000,,In Force,Premium Paying,22/09/2040,22/09/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943568,PN100029734,100029736,0,220000,,In Force,Premium Paying,27/08/2057,27/08/2057
01/11/2023 14:29:30,01/11/2023 06:39:13,943569,PN100029772,100029773,0,150000,,In Force,Premium Paying,30/08/2055,30/08/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,943569,PN100029772,100029773,1,150000,,In Force,Premium Paying,30/08/2055,30/08/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,943570,PN100029774,100029775,0,250000,,In Force,Premium Paying,31/08/2052,31/08/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943570,PN100029774,100029775,1,250000,,In Force,Premium Paying,31/08/2052,31/08/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943571,PN100029852,100029853,0,100000,,Lapsed,Lapsed,10/03/2034,10/03/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943572,PN100029855,100029856,0,240000,,In Force,Premium Paying,10/10/2037,10/10/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943572,PN100029855,100029856,1,240000,,In Force,Premium Paying,10/11/2036,10/11/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943573,PN100029866,100029867,0,750000,,In Force,Premium Paying,05/10/2052,05/10/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943573,PN100029866,100029867,1,750000,,In Force,Premium Paying,05/04/2047,05/04/2047
01/11/2023 14:29:30,01/11/2023 06:39:13,943573,PN100029866,100029868,0,250000,,In Force,Premium Paying,05/10/2052,05/10/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943573,PN100029866,100029868,1,250000,,In Force,Premium Paying,24/04/2052,24/04/2052
01/11/2023 14:29:30,01/11/2023 06:39:13,943574,PN100029977,100029978,0,200000,,In Force,Premium Paying,07/10/2049,07/10/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943574,PN100029977,100029978,1,200000,,In Force,Premium Paying,07/10/2049,07/10/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943575,PN100029989,100030004,0,175000,,In Force,Premium Paying,28/10/2046,28/10/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943575,PN100029989,100030004,1,175000,,In Force,Premium Paying,28/10/2046,28/10/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943576,PN100030031,100030032,0,150000,,In Force,Premium Paying,13/10/2053,13/10/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,943576,PN100030031,100030033,0,150000,,In Force,Premium Paying,13/10/2053,13/10/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,943576,PN100030031,100030033,1,150000,,In Force,Premium Paying,22/02/2053,22/02/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,943577,PN100030038,100030039,0,714664.82,,In Force,Premium Paying,30/08/2032,30/08/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,943579,PN100030259,100030260,0,250000,,In Force,Premium Paying,05/12/2036,05/12/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943579,PN100030259,100030260,1,250000,,In Force,Premium Paying,05/12/2036,05/12/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943580,PN100030428,100030429,0,250000,,In Force,Premium Paying,10/01/2053,10/01/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,943580,PN100030428,100030429,1,250000,,In Force,Premium Paying,10/01/2053,10/01/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,943581,PN100030430,100030431,0,200000,,In Force,Premium Paying,10/01/2053,10/01/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,943581,PN100030430,100030431,1,200000,,In Force,Premium Paying,10/01/2053,10/01/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,943582,PN100030434,100030435,0,200000,,In Force,Premium Paying,05/01/2056,05/01/2056
01/11/2023 14:29:30,01/11/2023 06:39:13,943582,PN100030434,100030435,1,200000,,In Force,Premium Paying,05/01/2056,05/01/2056
01/11/2023 14:29:30,01/11/2023 06:39:13,943583,PN100030550,100030551,0,200000,,In Force,Premium Paying,20/02/2043,20/02/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,943583,PN100030550,100030551,1,200000,,In Force,Premium Paying,20/02/2043,20/02/2029
01/11/2023 14:29:30,01/11/2023 06:39:13,943584,PN100030686,100030687,0,250000,,In Force,Premium Paying,23/03/2060,23/03/2060
01/11/2023 14:29:30,01/11/2023 06:39:13,943584,PN100030686,100030687,1,250000,,In Force,Premium Paying,23/03/2060,23/03/2060
01/11/2023 14:29:30,01/11/2023 06:39:13,943585,PN100030894,100030895,0,250000,,In Force,Premium Paying,30/03/2055,30/03/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,943585,PN100030894,100030895,1,250000,,In Force,Premium Paying,30/03/2055,30/03/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,944604,PN100030896,100030897,0,250000,,In Force,Premium Paying,30/05/2054,30/05/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,944604,PN100030896,100030897,1,250000,,In Force,Premium Paying,30/05/2054,30/05/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,943586,PN100030898,100030899,0,250000,,In Force,Premium Paying,27/03/2054,27/03/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,943586,PN100030898,100030899,1,250000,,In Force,Premium Paying,27/03/2054,27/03/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,943587,PN100030947,100030948,0,500000,,In Force,Premium Paying,20/05/2044,20/05/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943588,PN100030949,100030950,0,100000,,In Force,Premium Paying,20/05/2042,20/05/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943588,PN100030949,100030950,1,100000,,In Force,Premium Paying,20/05/2042,20/05/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943589,PN100030953,100030959,0,220192,,In Force,Premium Paying,27/04/2053,27/04/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,943589,PN100030953,100030961,0,61108,,In Force,Premium Paying,27/04/2048,27/04/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943590,PN100030957,100030958,0,150000,,In Force,Premium Paying,01/05/2049,01/05/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943590,PN100030957,100030958,1,150000,,In Force,Premium Paying,01/05/2049,01/05/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943591,PN100030962,100030963,0,303367,,In Force,Premium Paying,24/04/2053,24/04/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,943591,PN100030962,100030964,0,64627,,In Force,Premium Paying,24/04/2048,24/04/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943592,PN100031033,100031034,0,600000,,In Force,Premium Paying,27/04/2058,27/04/2058
01/11/2023 14:29:30,01/11/2023 06:39:13,943592,PN100031033,100031034,1,600000,,In Force,Premium Paying,27/04/2058,27/04/2058
01/11/2023 14:29:30,01/11/2023 06:39:13,948173,PN100031156,100031157,0,500000,,In Force,Premium Paying,12/06/2063,12/06/2063
01/11/2023 14:29:30,01/11/2023 06:39:13,948173,PN100031156,100031157,1,500000,,In Force,Premium Paying,12/06/2063,12/06/2063
01/11/2023 14:29:30,01/11/2023 06:39:13,944310,PN100031189,100031190,0,505929,,In Force,Premium Paying,26/05/2053,26/05/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,944311,PN100031191,100031192,0,542314,,In Force,Premium Paying,26/05/2053,26/05/2053
01/11/2023 14:29:30,01/11/2023 06:39:13,943596,PN900002400,900002402,0,425338,,In Force,Premium Paying,21/07/2033,21/07/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,943597,PN900032837,900032838,0,700000,,In Force,Premium Paying,03/06/2055,03/06/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,943598,PN900034839,900034840,0,1000000,,In Force,Premium Paying,24/05/2055,24/05/2055
01/11/2023 14:29:30,01/11/2023 06:39:13,943599,PN900042859,900042860,0,205389,,Lapsed,Lapsed,05/08/2048,05/08/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943599,PN900042859,900042860,1,205389,,Lapsed,Lapsed,05/05/2048,05/05/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943599,PN900042859,900042861,0,159048,,Lapsed,Lapsed,05/08/2048,05/08/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943599,PN900042859,900042861,1,159048,,Lapsed,Lapsed,05/08/2048,05/08/2048
01/11/2023 14:29:30,01/11/2023 06:39:13,943600,PN900044865,900044865,0,0,Main Coverage,Surrendered,Surrendered,15/05/2027,15/04/2027
01/11/2023 14:29:30,01/11/2023 06:39:13,943601,PN900096836,900096837,0,154695,,In Force,Premium Paying,24/05/2038,24/05/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943601,PN900096836,900096837,1,154695,,In Force,Premium Paying,24/05/2038,24/05/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943602,PN900096852,900092866,0,3937599.91,,Lapsed,Lapsed,28/05/2039,28/05/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943603,PN900140842,900140842,0,0,Main Coverage,Surrendered,Surrendered,,
01/11/2023 14:29:30,01/11/2023 06:39:13,943604,PN900198882,900198883,0,444811,,In Force,Premium Paying,17/09/2038,17/09/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943604,PN900198882,900198883,1,444811,,In Force,Premium Paying,17/09/2038,17/09/2038
01/11/2023 14:29:30,01/11/2023 06:39:13,943605,PN900204836,900200896,0,150000,,In Force,Premium Paying,01/07/2034,01/07/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943606,PN900282844,900282845,0,250000,,Lapsed,Lapsed,07/09/2036,07/09/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943608,PN900348835,900348835,0,0,Main Coverage,Surrendered,Surrendered,10/09/2030,10/08/2030
01/11/2023 14:29:30,01/11/2023 06:39:13,943609,PN900354860,900356853,0,150000,,In Force,Premium Paying,08/10/2033,08/10/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,943619,PN901992832,901992832,0,0,,In Force,Premium Paying,06/12/2040,06/12/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943620,PN902042837,902042838,0,500000,,In Force,Premium Paying,23/02/2041,23/02/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943624,PN902380836,902380836,0,0,,In Force,Premium Paying,15/12/2034,15/12/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943627,PN902560832,902560832,0,0,Main Coverage,Surrendered,Surrendered,08/01/2041,08/12/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943629,PN902794832,902794832,0,0,Main Coverage,Surrendered,Surrendered,12/02/2027,12/01/2027
01/11/2023 14:29:30,01/11/2023 06:39:13,943631,PN903138833,903138834,0,250000,Critical Illness,Lapsed,Lapsed,10/02/2041,10/01/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943631,PN903138833,903140832,0,500000,Life,Lapsed,Lapsed,10/02/2041,10/01/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943632,PN903174832,903176832,0,1000000,,In Force,Premium Paying,17/02/2042,17/02/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943637,PN904524832,904524832,0,0,Main Coverage,Surrendered,Surrendered,10/04/2041,10/03/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943638,PN904528910,904528910,0,0,Main Coverage,Lapsed,Lapsed,05/01/2042,05/12/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943639,PN904528955,904528955,0,0,,Surrendered,Surrendered,20/12/2036,20/12/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943640,PN904529060,904529061,0,500000,,In Force,Premium Paying,23/01/2042,23/01/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943640,PN904529060,904529061,1,500000,,In Force,Premium Paying,23/09/2037,23/09/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943640,PN904529060,904529062,0,350000,,In Force,Premium Paying,23/01/2042,23/01/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943641,PN904529179,904529179,0,0,Main Coverage,Surrendered,Surrendered,23/01/2037,23/12/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943644,PN904529653,904529653,0,0,Main Coverage,Surrendered,Surrendered,01/02/2042,01/01/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943645,PN904529715,904529715,0,0,,In Force,Premium Paying,26/01/2042,26/01/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943646,PN904529792,904529792,0,0,Main Coverage,Surrendered,Surrendered,31/01/2042,31/12/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943647,PN904529880,904529881,0,224000,,In Force,Premium Paying,26/03/2033,26/03/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,943647,PN904529880,904529881,1,224000,,In Force,Premium Paying,26/03/2033,26/03/2033
01/11/2023 14:29:30,01/11/2023 06:39:13,943648,PN904529960,904529960,0,0,Main Coverage,Lapsed,Lapsed,09/02/2042,09/01/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943649,PN904530008,904530008,0,0,Main Coverage,Surrendered,Surrendered,02/02/2032,02/01/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,943650,PN904530040,904530040,0,0,,In Force,Premium Paying,09/02/2037,09/02/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943651,PN904530235,904530235,0,0,Main Coverage,Surrendered,Surrendered,17/02/2042,17/01/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,943652,PN904530416,904530416,0,0,,In Force,Premium Paying,23/02/2042,23/02/2042
01/11/2023 14:29:30,01/11/2023 06:39:13,873997,PN905126832,905128832,0,250000,,In Force,Premium Paying,01/04/2046,01/04/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943654,PN905186882,905186883,0,580000,,Lapsed,Lapsed,07/09/2039,07/09/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943654,PN905186882,905186883,1,580000,,Lapsed,Lapsed,07/09/2039,07/09/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943655,PN905188836,905188836,0,0,,In Force,Premium Paying,07/04/2041,07/04/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943656,PN905188871,905188875,0,300000,,Lapsed,Lapsed,31/08/2039,31/08/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943656,PN905188871,905188875,1,300000,,Lapsed,Lapsed,31/08/2039,31/08/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943659,PN905212854,905212854,0,0,Main Coverage,Surrendered,Surrendered,12/04/2041,12/03/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943660,PN905300832,905302832,0,500000,,In Force,Premium Paying,22/07/2039,22/07/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943660,PN905300832,905302832,1,500000,,In Force,Premium Paying,22/07/2039,22/07/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943661,PN905358833,905358833,0,0,Main Coverage,Lapsed,Lapsed,12/04/2035,12/03/2035
01/11/2023 14:29:30,01/11/2023 06:39:13,943662,PN905392832,905394832,0,426782,,In Force,Premium Paying,28/09/2054,28/09/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,943662,PN905392832,905394832,1,426782,,In Force,Premium Paying,28/09/2054,28/09/2054
01/11/2023 14:29:30,01/11/2023 06:39:13,943663,PN905552832,905554832,0,500000,,Lapsed,Lapsed,12/06/2044,12/06/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943663,PN905552832,905554832,1,500000,,Lapsed,Lapsed,12/01/2044,12/01/2044
01/11/2023 14:29:30,01/11/2023 06:39:13,943667,PN906844832,906846832,0,1000000,,In Force,Premium Paying,18/07/2040,18/07/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943667,PN906844832,906848832,0,250000,,In Force,Premium Paying,18/07/2040,18/07/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943667,PN906844832,906848832,1,250000,,In Force,Premium Paying,18/07/2040,18/07/2040
01/11/2023 14:29:30,01/11/2023 06:39:13,943668,PN906970832,907040832,0,174290,,In Force,Premium Paying,19/07/2050,19/07/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943668,PN906970832,907042832,0,91462,,In Force,Premium Paying,19/07/2049,19/07/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943668,PN906970832,907042832,1,91462,,In Force,Premium Paying,19/07/2049,19/07/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943669,PN906974832,907044832,0,224139,,In Force,Premium Paying,16/06/2050,16/06/2050
01/11/2023 14:29:30,01/11/2023 06:39:13,943669,PN906974832,907046832,0,104742,,In Force,Premium Paying,16/06/2049,16/06/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943669,PN906974832,907046832,1,104742,,In Force,Premium Paying,16/06/2049,16/06/2049
01/11/2023 14:29:30,01/11/2023 06:39:13,943670,PN907082851,907082851,0,0,Main Coverage,Surrendered,Surrendered,05/08/2041,05/07/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943672,PN907083424,907083424,0,0,Main Coverage,Lapsed,Lapsed,30/08/2041,30/07/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943673,PN907083442,907083442,0,0,,In Force,Premium Paying,24/08/2041,24/08/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943674,PN907083447,907083447,0,0,,In Force,Premium Paying,08/08/2041,08/08/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943677,PN907083783,907083783,0,0,,In Force,Premium Paying,26/08/2034,26/08/2034
01/11/2023 14:29:30,01/11/2023 06:39:13,943679,PN907083835,907083835,0,0,,In Force,Premium Paying,01/11/2041,01/11/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943682,PN907084015,907084015,0,0,Main Coverage,Surrendered,Surrendered,27/10/2041,27/09/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943683,PN907084052,907084052,0,0,Main Coverage,Cancelled,Cancelled,27/09/2041,27/08/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943684,PN907084148,907084148,0,0,Main Coverage,Cancelled,Cancelled,12/09/2041,12/08/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943685,PN907084233,907084233,0,0,Main Coverage,Surrendered,Surrendered,09/09/2032,09/08/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,943687,PN907084498,907084498,0,0,Main Coverage,Surrendered,Surrendered,29/10/2041,29/09/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943688,PN907084502,907084502,0,0,Main Coverage,Surrendered,Surrendered,29/09/2041,29/08/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943693,PN907084745,907084745,0,0,Main Coverage,Surrendered,Surrendered,08/10/2036,08/09/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943694,PN907084815,907084815,0,0,Main Coverage,Surrendered,Surrendered,25/11/2031,25/10/2031
01/11/2023 14:29:30,01/11/2023 06:39:13,943695,PN907084902,907084902,0,0,Main Coverage,Surrendered,Surrendered,10/10/2041,10/09/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943696,PN907084926,907084926,0,0,,In Force,Premium Paying,05/10/2026,05/10/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,943698,PN907084960,907084960,0,0,Main Coverage,Lapsed,Lapsed,14/10/2041,14/09/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943700,PN907084976,907084976,0,0,Main Coverage,Lapsed,Lapsed,17/10/2041,17/09/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943701,PN907085033,907085033,0,0,,In Force,Premium Paying,27/10/2041,27/10/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943702,PN907085087,907085087,0,0,,In Force,Premium Paying,05/10/2041,05/10/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943703,PN907085256,907085256,0,0,Main Coverage,Surrendered,Surrendered,11/10/2036,11/09/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943704,PN907085330,907085331,0,500000,,In Force,Premium Paying,23/11/2041,23/11/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943704,PN907085330,907085331,1,500000,,In Force,Premium Paying,23/11/2041,23/11/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943705,PN907085369,907085370,0,250000,,In Force,Premium Paying,19/10/2046,19/10/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943705,PN907085369,907085370,1,250000,,In Force,Premium Paying,19/10/2046,19/10/2046
01/11/2023 14:29:30,01/11/2023 06:39:13,943706,PN907085386,907085386,0,0,Main Coverage,Surrendered,Surrendered,24/10/2041,24/09/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943707,PN907085413,907085413,0,0,,In Force,Premium Paying,01/11/2041,01/11/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943708,PN907085434,907085434,0,0,,In Force,Premium Paying,25/10/2041,25/10/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943709,PN907085445,907085445,0,0,,In Force,Premium Paying,01/11/2041,01/11/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943711,PN907085511,907085512,0,100000,,In Force,Premium Paying,01/11/2036,01/11/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943712,PN907085537,907085537,0,0,,In Force,Premium Paying,21/10/2037,21/10/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943714,PN907085586,907085586,0,0,,In Force,Premium Paying,26/10/2041,26/10/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943715,PN907085655,907085655,0,0,Main Coverage,Surrendered,Surrendered,01/11/2039,01/10/2039
01/11/2023 14:29:30,01/11/2023 06:39:13,943716,PN907085665,907085665,0,0,Main Coverage,Surrendered,Surrendered,01/11/2041,01/10/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943717,PN907085781,907085781,0,0,,In Force,Premium Paying,31/10/2041,31/10/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943718,PN907085848,907085848,0,0,,In Force,Premium Paying,01/11/2036,01/11/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943719,PN907085868,907085868,0,0,Main Coverage,Lapsed,Lapsed,02/11/2041,02/10/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943721,PN907086052,907086052,0,0,Main Coverage,Surrendered,Surrendered,01/12/2041,01/11/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943722,PN907086093,907086093,0,0,,In Force,Premium Paying,01/12/2041,01/12/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943723,PN907086136,907086138,0,1000000,,In Force,Premium Paying,01/03/2037,01/03/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943723,PN907086136,907086138,1,1000000,,In Force,Premium Paying,01/03/2037,01/03/2037
01/11/2023 14:29:30,01/11/2023 06:39:13,943725,PN907086205,907086205,0,0,,In Force,Premium Paying,14/11/2041,14/11/2041
01/11/2023 14:29:30,01/11/2023 06:39:13,943726,PN907086268,907086268,0,0,Main Coverage,Surrendered,Surrendered,15/11/2028,15/10/2028
01/11/2023 14:29:30,01/11/2023 06:39:13,943730,PN907086309,907086309,0,0,,In Force,Premium Paying,29/11/2026,29/11/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,943732,PN907086336,907086336,0,0,Main Coverage,Lapsed,Lapsed,12/11/2026,12/10/2026
01/11/2023 14:29:30,01/11/2023 06:39:13,943733,PN907086346,907086346,0,0,,In Force,Premium Paying,24/11/2032,24/11/2032
01/11/2023 14:29:30,01/11/2023 06:39:13,943734,PN907086356,907086357,0,200000,,In Force,Premium Paying,22/11/2036,22/11/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943734,PN907086356,907086358,0,100000,,In Force,Premium Paying,22/11/2036,22/11/2036
01/11/2023 14:29:30,01/11/2023 06:39:13,943734,PN907086356,907086358,1,100000,,In Force,Premium Paying,22/11/2036,22/11/2036
